ags,plz,ort,kreis,bundesland,lat_kreis,lon_kreis
16071013,99441,Döbritschen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071015,99518,Eberstedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071017,99439,Ettersburg,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071019,99441,Frankendorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071022,99518,Großheringen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071025,99441,Großschwabhausen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071027,99441,Hammerstedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071031,99438,Hetschburg,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071032,99448,Hohenfelden,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071034,99428,Hopfgarten,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071036,99428,Isseroda,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071037,99510,Kapellendorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071038,99441,Kiliansroda,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071042,99441,Kleinschwabhausen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071043,99102,Klettbach,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071046,99448,Kranichfeld,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071049,99441,Lehnstedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071053,99441,Magdala,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071055,99441,Mechelroda,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071056,99441,Mellingen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071057,99198,Mönchenholzhausen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071059,99448,Nauendorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071061,99439,Neumark,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071064,99518,Niedertrebra,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071065,99428,Niederzimmern,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071067,99428,Nohra,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071069,99510,Obertrebra,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071071,99438,Oettern,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071073,99428,Ottstedt am Berge,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071077,99518,Rannstedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071079,99448,Rittersdorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071083,99518,Schmiedehausen,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071087,99438,Tonndorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071088,99438,Troistedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071089,99441,Umpferstedt,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071093,99438,Vollersroda,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071095,99510,Wiegendorf,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071099,99510,Saaleplatte,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071101,99510,Ilmtal-Weinstraße,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16071102,99439,Am Ettersberg,Landkreis Weimarer Land,Thüringen,50.9568,11.205375
16072001,96528,Bachfeld,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072006,98746,Goldisthal,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072011,98724,Lauscha,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072013,98724,Neuhaus am Rennweg,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072015,96528,Schalkau,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072018,96515,Sonneberg,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072019,96523,Steinach,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072023,96528,Frankenblick,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16072024,96524,Föritztal,Landkreis Sonneberg,Thüringen,50.416645,11.1133175
16073001,07426,Allendorf,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073002,07338,Altenbeuthen,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073005,07422,Bad Blankenburg,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073006,07426,Bechstedt,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073013,98744,Cursdorf,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073014,98744,Deesbach,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073017,07429,Döschnitz,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073028,98743,Gräfenthal,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073035,07338,Hohenwarte,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073037,98746,Katzhütte,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073038,07338,Kaulsdorf,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073046,07349,Lehesten,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073055,98744,Meura,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073067,07330,Probstzella,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073074,07429,Rohrbach,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
16073076,07407,Rudolstadt,Landkreis Saalfeld-Rudolstadt,Thüringen,50.628006,11.286946
