ags,plz,ort,kreis,bundesland,lat_kreis,lon_kreis
03454017,49838,Handrup,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454018,49733,Haren (Ems),Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454019,49740,Haselünne,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454020,26892,Heede,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454021,49770,Herzlake,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454022,26897,Hilkenbrook,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454023,49751,Hüven,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454024,49777,Klein Berßen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454025,26892,Kluse,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454026,49774,Lähden,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454027,49757,Lahn,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454028,49838,Langen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454029,49762,Lathen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454030,26892,Lehe,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454031,49838,Lengerich,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454032,49808,Lingen (Ems),Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454032,49809,Lingen (Ems),Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454032,49811,Lingen (Ems),Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454033,26901,Lorup,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454034,48480,Lünne,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454035,49716,Meppen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454036,49832,Messingen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454037,26909,Neubörger,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454038,26909,Neulehe,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454039,49779,Niederlangen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454040,49779,Oberlangen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454041,26871,Papenburg,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454042,26901,Rastdorf,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454043,49762,Renkenberge,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454044,26899,Rhede (Ems),Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454045,48499,Salzbergen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454046,48480,Schapen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454047,49751,Sögel,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454048,49751,Spahnharrenstätte,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454049,48480,Spelle,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454050,49777,Stavern,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454051,26903,Surwold,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454052,49762,Sustrum,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454053,49832,Thuine,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454054,49767,Twist,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454055,49757,Vrees,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454056,26907,Walchum,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454057,49757,Werlte,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454058,49751,Werpeloh,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454059,49838,Wettrup,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03454060,26892,Wippingen,Landkreis Emsland,Niedersachsen,52.69863,7.366134
03455007,26441,Jever,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455014,26452,Sande,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455015,26419,Schortens,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455020,26434,Wangerland,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455021,26486,Wangerooge,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455025,26345,Bockhorn,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455026,26316,Varel,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03455027,26340,Zetel,Landkreis Friesland,Niedersachsen,53.467995,8.022191
03456001,48455,Bad Bentheim,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456002,49824,Emlichheim,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456003,48465,Engden,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456004,49828,Esche,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456005,49828,Georgsdorf,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456006,49843,Getelo,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456007,49843,Gölenkamp,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456008,49843,Halle,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456009,49846,Hoogstede,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456010,48465,Isterberg,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456011,49847,Itterbeck,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456012,49824,Laar,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456013,49828,Lage,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456014,49828,Neuenhaus,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456015,48527,Nordhorn,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456015,48529,Nordhorn,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456015,48531,Nordhorn,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456016,48465,Ohne,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456017,49828,Osterwald,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456018,48465,Quendorf,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456019,49824,Ringe,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456020,48465,Samern,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456023,49843,Uelsen,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456024,49847,Wielen,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456025,49835,Wietmarschen,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456026,49849,Wilsum,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03456027,48465,Schüttorf,Landkreis Grafschaft Bentheim,Niedersachsen,52.447224,7.109039
03457002,26757,Borkum,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457003,26835,Brinkum,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457006,26847,Detern,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457008,26849,Filsum,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457009,26835,Firrel,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457010,26835,Hesel,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457011,26835,Holtland,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457012,26844,Jemgum,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457013,26789,Leer,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457014,26802,Moormerland,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457015,26835,Neukamperfehn,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457016,26845,Nortmoor,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457017,26842,Ostrhauderfehn,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457018,26817,Rhauderfehn,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457019,26835,Schwerinsdorf,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457020,26670,Uplengen,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457021,26826,Weener,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457022,26810,Westoverledingen,Landkreis Leer,Niedersachsen,53.205093,7.459464
03457024,26831,Bunde,Landkreis Leer,Niedersachsen,53.205093,7.459464
03458001,27243,Beckeln,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458002,27243,Colnrade,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458003,27801,Dötlingen,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458004,27243,Dünsen,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458005,27777,Ganderkesee,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458006,27243,Groß Ippener,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458007,26197,Großenkneten,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458008,27243,Harpstedt,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458009,26209,Hatten,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458010,27798,Hude (Oldenburg),Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458011,27243,Kirchseelte,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458012,27243,Prinzhöfte,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458013,26203,Wardenburg,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458014,27793,Wildeshausen,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03458015,27243,Winkelsett,Landkreis Oldenburg,Niedersachsen,52.985012,8.381595
03459001,49594,Alfhausen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459002,49577,Ankum,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459003,49152,Bad Essen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459004,49186,Bad Iburg,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459005,49196,Bad Laer,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459006,49214,Bad Rothenfelde,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459007,49635,Badbergen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459008,49191,Belm,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459009,49626,Berge,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459010,49593,Bersenbrück,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459011,49626,Bippen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459012,49143,Bissendorf,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459013,49163,Bohmte,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459014,49565,Bramsche,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459015,49201,Dissen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459016,49577,Eggermühlen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459017,49584,Fürstenau,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459018,49596,Gehrde,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459019,49124,Georgsmarienhütte,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459020,49170,Hagen am Teutoburger Wald,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459021,49205,Hasbergen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459022,49176,Hilter,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459023,49577,Kettenkamp,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459024,49324,Melle,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459024,49326,Melle,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459024,49328,Melle,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459025,49637,Menslage,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459026,49586,Merzen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459027,49586,Neuenkirchen,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459028,49638,Nortrup,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459029,49179,Ostercappeln,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459030,49610,Quakenbrück,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459031,49597,Rieste,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459032,49599,Voltlage,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459033,49134,Wallenhorst,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03459034,49219,Glandorf,Landkreis Osnabrück,Niedersachsen,52.37265,8.16105
03460001,49456,Bakum,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460002,49401,Damme,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460003,49413,Dinklage,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460004,49424,Goldenstedt,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460005,49451,Holdorf,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460006,49393,Lohne,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460007,49434,Neuenkirchen-Vörden,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460008,49439,Steinfeld,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460009,49377,Vechta,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03460010,49429,Visbek,Landkreis Vechta,Niedersachsen,52.657143,8.172258
03461001,27804,Berne,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461002,26919,Brake,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461003,26969,Butjadingen,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461004,26931,Elsfleth,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461005,26349,Jade,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461006,27809,Lemwerder,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461007,26954,Nordenham,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461008,26939,Ovelgönne,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461009,26935,Stadland,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461009,26936,Stadland,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03461009,26937,Stadland,Landkreis Wesermarsch,Niedersachsen,53.35883,8.345231
03462001,26487,Blomberg,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462002,26427,Dunum,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462003,26427,Esens,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462004,26556,Eversmeer,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462005,26446,Friedeburg,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462006,26427,Holtgast,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462007,26465,Langeoog,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462008,26427,Moorweg,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462009,26556,Nenndorf,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462010,26427,Neuharlingersiel,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462011,26487,Neuschoo,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462012,26489,Ochtersum,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462013,26556,Schweindorf,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462014,26474,Spiekeroog,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462015,26427,Stedesdorf,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462016,26556,Utarp,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462017,26427,Werdum,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462018,26556,Westerholt,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
03462019,26409,Wittmund,Landkreis Wittmund,Niedersachsen,53.53648,7.7462335
04011000,27568,Bremen,,Bremen,53.07582,8.807164
04011000,28195,Bremen,,Bremen,53.07582,8.807164
04011000,28197,Bremen,,Bremen,53.07582,8.807164
04011000,28199,Bremen,,Bremen,53.07582,8.807164
04011000,28201,Bremen,,Bremen,53.07582,8.807164
04011000,28203,Bremen,,Bremen,53.07582,8.807164
04011000,28205,Bremen,,Bremen,53.07582,8.807164
04011000,28207,Bremen,,Bremen,53.07582,8.807164
04011000,28209,Bremen,,Bremen,53.07582,8.807164
04011000,28211,Bremen,,Bremen,53.07582,8.807164
04011000,28213,Bremen,,Bremen,53.07582,8.807164
04011000,28215,Bremen,,Bremen,53.07582,8.807164
04011000,28217,Bremen,,Bremen,53.07582,8.807164
04011000,28219,Bremen,,Bremen,53.07582,8.807164
04011000,28237,Bremen,,Bremen,53.07582,8.807164
04011000,28239,Bremen,,Bremen,53.07582,8.807164
04011000,28259,Bremen,,Bremen,53.07582,8.807164
04011000,28277,Bremen,,Bremen,53.07582,8.807164
04011000,28279,Bremen,,Bremen,53.07582,8.807164
04011000,28307,Bremen,,Bremen,53.07582,8.807164
04011000,28309,Bremen,,Bremen,53.07582,8.807164
04011000,28325,Bremen,,Bremen,53.07582,8.807164
04011000,28327,Bremen,,Bremen,53.07582,8.807164
04011000,28329,Bremen,,Bremen,53.07582,8.807164
04011000,28355,Bremen,,Bremen,53.07582,8.807164
04011000,28357,Bremen,,Bremen,53.07582,8.807164
04011000,28359,Bremen,,Bremen,53.07582,8.807164
04011000,28717,Bremen,,Bremen,53.07582,8.807164
04011000,28719,Bremen,,Bremen,53.07582,8.807164
04011000,28755,Bremen,,Bremen,53.07582,8.807164
04011000,28757,Bremen,,Bremen,53.07582,8.807164
04011000,28759,Bremen,,Bremen,53.07582,8.807164
04011000,28777,Bremen,,Bremen,53.07582,8.807164
04011000,28779,Bremen,,Bremen,53.07582,8.807164
04012000,27568,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27570,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27572,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27574,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27576,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27578,Bremerhaven,,Bremen,53.55054,8.585195
04012000,27580,Bremerhaven,,Bremen,53.55054,8.585195
05111000,40210,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40211,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40212,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40213,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40215,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40217,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40219,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40221,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40223,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40225,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40227,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40229,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40231,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40233,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40235,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40237,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40239,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40468,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40470,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40472,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40474,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40476,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40477,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40479,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40489,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40545,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40547,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40549,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40589,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40591,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40593,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40595,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40597,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40599,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40625,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40627,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40629,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05111000,40721,Düsseldorf,,Nordrhein-Westfalen,51.225403,6.776314
05112000,47051,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47053,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47055,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47057,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47058,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47059,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47119,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47137,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47138,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47139,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47166,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47167,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47169,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47178,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47179,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47198,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47199,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47226,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47228,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47229,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47239,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47249,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47259,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47269,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05112000,47279,Duisburg,,Nordrhein-Westfalen,51.434998,6.759562
05113000,45127,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45128,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45130,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45131,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45133,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45134,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45136,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45138,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45139,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45141,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45143,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45144,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45145,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45147,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45149,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45219,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45239,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45257,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45259,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45276,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45277,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45279,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45289,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45307,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45309,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45326,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45327,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45329,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45355,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45356,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45357,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05113000,45359,Essen,,Nordrhein-Westfalen,51.458225,7.015817
05114000,47798,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47799,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47800,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47802,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47803,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47804,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47805,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47807,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47809,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47829,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05114000,47839,Krefeld,,Nordrhein-Westfalen,51.333122,6.5623345
05116000,41061,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41063,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41065,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41066,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41068,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41069,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41169,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41179,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41189,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41199,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41236,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41238,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05116000,41239,Mönchengladbach,,Nordrhein-Westfalen,51.194714,6.435379
05117000,45468,Mülheim an der Ruhr,,Nordrhein-Westfalen,51.42729,6.8829193
05117000,45470,Mülheim an der Ruhr,,Nordrhein-Westfalen,51.42729,6.8829193
